id,section_name,deficiency_category,inspected_item_name,risk_percentage,cost_in_usd,is_delete,created_at,updated_at
398,I. Structural Systems,Maintenance,Remove Unnecessary Truss Blocking,0.92,652.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
399,VI. Optional Systems,Maintenance,Damaged Septic Fixtures,0.92,250.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
400,I. Structural Systems,Maintenance,Exposed Wall Nails,0.92,76.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
401,VI. Optional Systems,High Cost/Hidden Defects,Root Ball in Septic System,0.87,957.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
402,I. Structural Systems,High Cost/Hidden Defects,Improper Metal Roofing Screws,0.87,497.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
403,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Damaged Vent Flue,0.87,314.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
404,V. Appliances,Maintenance,Improper Exhaust System Installation,0.87,1565.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
405,VI. Optional Systems,Maintenance,Damaged Well Components,0.87,1804.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
406,I. Structural Systems,Maintenance,Damaged Stair Nosings,0.87,780.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
407,I. Structural Systems,Maintenance,Stain/Seal Exterior Doors,0.87,577.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
408,VI. Optional Systems,Maintenance,Add Sprinkler Zones,0.87,495.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
409,I. Structural Systems,Maintenance,Damaged Tub,0.87,451.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
410,I. Structural Systems,Maintenance,Exposed Roof Nails,0.87,345.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
411,I. Structural Systems,Maintenance,Damaged Attic Pulldown Ladder,0.87,249.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
412,VI. Optional Systems,Maintenance,Damaged Septic Controller,0.87,245.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
413,I. Structural Systems,High Cost/Hidden Defects,Unstable/Damaged Chimney Structure,0.82,905.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
414,IV. Plumbing Systems,High Cost/Hidden Defects,Water Heater Not Operating,0.82,279.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
415,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Excessive Noise from Blower,0.82,233.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
416,IV. Plumbing Systems,High Cost/Hidden Defects,Inoperable Jacuzzi Tub,0.82,186.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
417,V. Appliances,Maintenance,Damaged Range,0.82,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
418,VI. Optional Systems,Maintenance,Rusted Pool Panels/Equipment,0.82,4447.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
419,I. Structural Systems,Maintenance,Exterior Mortar Openings,0.82,791.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
420,IV. Plumbing Systems,Maintenance,Non-Functioning Drain Stopper,0.82,440.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
421,I. Structural Systems,Maintenance,Missing Drip Edge Flashing,0.82,230.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
422,V. Appliances,High Cost/Hidden Defects,Inoperable Exhaust Fan,0.77,1569.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
423,I. Structural Systems,High Cost/Hidden Defects,Improper Window Installation,0.77,915.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
424,I. Structural Systems,High Cost/Hidden Defects,Damaged Attic Ventilation,0.77,367.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
425,VI. Optional Systems,Maintenance,Damaged Pool Gauge,0.77,4447.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
426,IV. Plumbing Systems,Maintenance,Rust on Water Heater,0.77,1121.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
427,I. Structural Systems,Maintenance,Missing Patio/Entry Door Cover,0.77,988.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
428,I. Structural Systems,Maintenance,Damaged Fireplace Hearth,0.77,889.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
429,I. Structural Systems,Maintenance,Insulation in Baffles,0.77,554.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
430,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Pool/Spa Heater,0.73,3193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
431,VI. Optional Systems,High Cost/Hidden Defects,Duplicate Irrigation Zones,0.73,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
432,IV. Plumbing Systems,High Cost/Hidden Defects,Water Hammer Arrestors Needed,0.73,330.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
433,II. Electrical Systems,High Cost/Hidden Defects,Non-IC Cans Touching Insulation,0.73,243.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
434,VI. Optional Systems,High Cost/Hidden Defects,Missing GFCI in Outbuilding,0.73,188.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
435,V. Appliances,Maintenance,Exhaust to Exterior Not Connected,0.73,1564.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
436,V. Appliances,Maintenance,Attic-Terminating Exhaust Vents,0.73,926.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
437,II. Electrical Systems,Maintenance,Frayed Wiring Sheathing,0.73,742.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
438,IV. Plumbing Systems,Maintenance,Lime Deposits in Water Heater,0.73,155.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
439,VI. Optional Systems,High Cost/Hidden Defects,Pump Effluent and Main Septic Tanks,0.68,1049.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
440,V. Appliances,High Cost/Hidden Defects,Gas Smell from Range/Oven,0.68,521.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
441,II. Electrical Systems,High Cost/Hidden Defects,Oversized Breaker,0.68,248.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
442,V. Appliances,High Cost/Hidden Defects,Dishwasher Not Draining,0.68,166.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
443,V. Appliances,Maintenance,Out of Square Garage Door,0.68,575.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
444,V. Appliances,Maintenance,Inoperable Oven Light,0.68,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
445,VI. Optional Systems,Maintenance,Rusted Well Components,0.68,1804.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
446,VI. Optional Systems,Maintenance,Loose Sprinkler Controller,0.68,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
447,I. Structural Systems,Maintenance,Voids in Tyvek/Thermo Ply,0.68,1427.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
448,I. Structural Systems,Maintenance,Damaged Retention Walls,0.68,1341.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
449,V. Appliances,Maintenance,Improper Dryer Venting,0.68,404.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
450,I. Structural Systems,Maintenance,Incorrect Baffle Installation,0.68,374.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
451,II. Electrical Systems,Maintenance,Panel Not Latching,0.68,347.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
452,IV. Plumbing Systems,Maintenance,Unbonded Gas Line at Meter,0.68,138.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
453,I. Structural Systems,High Cost/Hidden Defects,Cracked/Broken Roof Tiles,0.63,840.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
454,I. Structural Systems,High Cost/Hidden Defects,Incomplete Flooring Installation,0.63,743.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
455,V. Appliances,High Cost/Hidden Defects,High Loop Needed for Dishwasher,0.63,130.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
456,I. Structural Systems,Maintenance,Nails Popping in Interior,0.63,2303.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
457,I. Structural Systems,Maintenance,Wobbly Patio Structures,0.63,551.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
458,VI. Optional Systems,Maintenance,Water Damaged Well House,0.63,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
459,I. Structural Systems,Maintenance,Damaged Flashing/Cricket,0.63,377.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
460,I. Structural Systems,Maintenance,Difficult Cabinet Drawers,0.63,162.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
461,IV. Plumbing Systems,Maintenance,Unlevel Water Heater,0.63,138.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
462,V. Appliances,Maintenance,Damaged Dishwasher Display,0.63,111.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
463,I. Structural Systems,High Cost/Hidden Defects,Truss Repairs Needed,0.58,1153.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
464,I. Structural Systems,High Cost/Hidden Defects,Inoperable Fireplace,0.58,1031.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
465,I. Structural Systems,High Cost/Hidden Defects,Deteriorated Stair Materials,0.58,841.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
466,IV. Plumbing Systems,High Cost/Hidden Defects,Further Septic System Evaluation,0.58,641.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
467,I. Structural Systems,High Cost/Hidden Defects,Damaged Support Hanger/Gusset,0.58,604.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
468,II. Electrical Systems,High Cost/Hidden Defects,Insufficient Electrical Circuits,0.58,597.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
469,I. Structural Systems,High Cost/Hidden Defects,Solar Panels Present,0.58,536.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
470,I. Structural Systems,High Cost/Hidden Defects,Windows Painted Shut,0.58,447.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
471,I. Structural Systems,High Cost/Hidden Defects,Out of Level Tiles and Settling Grout,0.58,267.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
472,V. Appliances,High Cost/Hidden Defects,Leaking Dishwasher,0.58,166.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
473,II. Electrical Systems,Maintenance,Obstructed Receptacle,0.58,643.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
474,I. Structural Systems,Maintenance,Improper Window Egress,0.58,1203.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
475,I. Structural Systems,Maintenance,Damaged Fireplace Vent,0.58,889.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
476,II. Electrical Systems,Maintenance,Insufficient Panel Clearance,0.58,346.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
477,V. Appliances,Maintenance,Damaged Refrigerator,0.58,281.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
478,VI. Optional Systems,Maintenance,Low Pressure Pool Filter,0.58,234.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
479,IV. Plumbing Systems,High Cost/Hidden Defects,Old Drain/Supply Materials,0.53,6706.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
480,II. Electrical Systems,High Cost/Hidden Defects,Flickering/Inoperative Light Fixture,0.53,356.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
481,VI. Optional Systems,High Cost/Hidden Defects,Adjust Sprayer Heads,0.53,251.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
482,II. Electrical Systems,High Cost/Hidden Defects,Breaker On with No Wires,0.53,248.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
483,II. Electrical Systems,High Cost/Hidden Defects,Open Junction Box,0.53,215.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
484,V. Appliances,Maintenance,Damaged Range Knob,0.53,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
485,II. Electrical Systems,Maintenance,Fuzed Panels Present,0.53,887.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
486,I. Structural Systems,Maintenance,Bunching/Wavy Roll Roofing,0.53,1866.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
487,I. Structural Systems,Maintenance,Ceiling Nail Pop,0.53,657.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
488,V. Appliances,Maintenance,Damaged Range Hood Knobs/Controls,0.53,451.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
489,II. Electrical Systems,Maintenance,Reversed Hot/Neutral Wiring,0.53,354.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
490,VI. Optional Systems,Maintenance,Improper Sprinkler Installation,0.53,320.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
491,IV. Plumbing Systems,Maintenance,Noisy Water Heater Operation,0.53,136.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
492,V. Appliances,Maintenance,Inoperable Ice Maker,0.53,104.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
493,IV. Plumbing Systems,High Cost/Hidden Defects,Damaged Drain Line,0.48,6714.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
494,V. Appliances,High Cost/Hidden Defects,Oven Not Heating,0.48,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
495,IV. Plumbing Systems,High Cost/Hidden Defects,Low Water Heater Temperature,0.48,241.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
496,VI. Optional Systems,High Cost/Hidden Defects,Broken Well Pressure Gauge,0.48,167.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
497,V. Appliances,High Cost/Hidden Defects,Inoperable Microwave,0.48,100.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
498,VI. Optional Systems,Maintenance,Clogged Pool Skimmers,0.48,911.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
499,VI. Optional Systems,Maintenance,Pool Wall Stains,0.48,688.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
500,I. Structural Systems,Maintenance,Damaged Shower Flooring,0.48,807.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
501,I. Structural Systems,Maintenance,Unprotected Wiring Near Attic,0.48,736.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
502,VI. Optional Systems,Maintenance,Insulate Well Exterior Plumbing,0.48,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
503,I. Structural Systems,Maintenance,Slab Wall Efflorescence,0.48,418.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
504,II. Electrical Systems,Maintenance,Missing Panel Knockouts,0.48,347.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
505,"III. Heating, Ventilation and Air Conditioning Systems",Maintenance,Missing Condensate Drain,0.48,279.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
506,I. Structural Systems,Maintenance,Missing/Damaged Fireplace Air Vent,0.48,273.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
507,V. Appliances,Maintenance,Damaged Dishwasher Racks,0.48,129.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
508,II. Electrical Systems,High Cost/Hidden Defects,Main Breaker Required,0.44,1860.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
509,IV. Plumbing Systems,High Cost/Hidden Defects,Rust Buildup on Water Heater,0.44,1208.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
510,VI. Optional Systems,High Cost/Hidden Defects,Settling Pool,0.44,802.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
511,VI. Optional Systems,High Cost/Hidden Defects,Noisy Pool Pump,0.44,614.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
512,V. Appliances,High Cost/Hidden Defects,Improper Vent Clearance,0.44,487.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
513,VI. Optional Systems,High Cost/Hidden Defects,Cloudy Pool Water,0.44,425.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
514,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Improper HVAC Heating,0.44,369.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
515,V. Appliances,Maintenance,Missing/Damaged Range Control Knobs,0.44,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
516,VI. Optional Systems,Maintenance,Damaged Pool Tile Work,0.44,4447.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
517,IV. Plumbing Systems,Maintenance,Improper Gas Meter Distance,0.44,650.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
518,II. Electrical Systems,Maintenance,Missing Panel Dead Front,0.44,347.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
519,IV. Plumbing Systems,High Cost/Hidden Defects,Improper Drain Slope,0.39,1965.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
520,I. Structural Systems,High Cost/Hidden Defects,Severe Ceiling Damage,0.39,626.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
521,IV. Plumbing Systems,High Cost/Hidden Defects,Damaged Water Heater Housing,0.39,537.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
522,I. Structural Systems,High Cost/Hidden Defects,Inadequate Chimney Clearance,0.39,417.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
523,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,CSST Gas Line Present,0.39,392.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
524,VI. Optional Systems,High Cost/Hidden Defects,Decommissioned Irrigation Zones,0.39,369.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
525,V. Appliances,High Cost/Hidden Defects,Improper Garbage Disposal Installation,0.39,245.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
526,VI. Optional Systems,High Cost/Hidden Defects,Short Cycling Bladder Tank,0.39,213.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
527,IV. Plumbing Systems,High Cost/Hidden Defects,Water Heater Leak,0.39,179.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
528,"III. Heating, Ventilation and Air Conditioning Systems",Maintenance,Missing Vent Cap,0.39,808.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
529,IV. Plumbing Systems,Maintenance,Rust at Water Heater/Pan,0.39,1210.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
530,II. Electrical Systems,Maintenance,Trees Contacting Primary Feeder,0.39,448.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
531,"III. Heating, Ventilation and Air Conditioning Systems",Maintenance,Damaged Condensate Line,0.39,201.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
532,I. Structural Systems,Maintenance,Damaged/Improper Shutter,0.39,191.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
533,I. Structural Systems,Maintenance,Loose/Damaged Towel Rack,0.39,129.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
534,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Thermostat Has No Power,0.34,7186.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
535,VI. Optional Systems,High Cost/Hidden Defects,Damaged Pool Cover,0.34,4591.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
536,II. Electrical Systems,High Cost/Hidden Defects,Aluminum Wiring Present,0.34,3497.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
537,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Pool Jets,0.34,3193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
538,I. Structural Systems,High Cost/Hidden Defects,Damaged Chimney Flue,0.34,916.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
539,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Missing/Insufficient Supply Air System,0.34,806.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
540,VI. Optional Systems,High Cost/Hidden Defects,Leaking Pool Filter Housing,0.34,802.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
541,V. Appliances,High Cost/Hidden Defects,Damaged Range,0.34,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
542,IV. Plumbing Systems,High Cost/Hidden Defects,Noisy Drain,0.34,225.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
543,I. Structural Systems,High Cost/Hidden Defects,Improper Window Bar Locks,0.34,172.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
544,VI. Optional Systems,Maintenance,Observed Pool Leak,0.34,4591.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
545,VI. Optional Systems,Maintenance,Weak Pool Jets,0.34,802.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
546,I. Structural Systems,Maintenance,Damaged/Loose Baluster,0.34,988.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
547,I. Structural Systems,Maintenance,Inoperable Fireplace Gas Line,0.34,889.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
548,I. Structural Systems,Maintenance,Insufficient Stair Support,0.34,780.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
549,I. Structural Systems,Maintenance,Missing Attic Access Cover,0.34,318.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
550,V. Appliances,Maintenance,Damaged Locking Mechanism,0.34,301.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
551,V. Appliances,Maintenance,Inoperable Garage Door Light,0.34,292.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
552,IV. Plumbing Systems,Maintenance,Missing/Damaged Vent Cap,0.34,256.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
553,VI. Optional Systems,Maintenance,Inoperable Septic Alarm,0.34,216.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
554,I. Structural Systems,Maintenance,Remove Grading Wood/Debris,0.34,154.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
555,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Pool Pump,0.29,3193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
556,IV. Plumbing Systems,High Cost/Hidden Defects,Install Backwater Valve,0.29,1975.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
557,VI. Optional Systems,High Cost/Hidden Defects,Underperforming Submersible Pump,0.29,1804.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
558,II. Electrical Systems,High Cost/Hidden Defects,Electrical Panel Upgrade Needed,0.29,1662.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
559,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Kinked Ductwork,0.29,806.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
560,I. Structural Systems,High Cost/Hidden Defects,Improve Bowed Wall Supports,0.29,532.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
561,VI. Optional Systems,High Cost/Hidden Defects,Damaged Outbuilding Roof,0.29,445.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
562,IV. Plumbing Systems,High Cost/Hidden Defects,Gas Leak Identified,0.29,428.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
563,V. Appliances,High Cost/Hidden Defects,No Dryer Vent Installed,0.29,393.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
564,V. Appliances,High Cost/Hidden Defects,Missing Garage Door Safety Disconnect,0.29,296.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
565,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Loose Gas Line,0.29,247.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
566,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Septic Float Switch,0.29,245.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
567,IV. Plumbing Systems,High Cost/Hidden Defects,Pilot Light Not Lighting,0.29,180.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
568,VI. Optional Systems,Maintenance,Insufficient Septic Grading,0.29,1854.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
569,VI. Optional Systems,Maintenance,Unlevel Outbuilding Flooring,0.29,680.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
570,VI. Optional Systems,Maintenance,Soil/Water-Covered Sprinkler Fixture,0.29,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
571,I. Structural Systems,Maintenance,Rusted Patio Components,0.29,789.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
572,I. Structural Systems,Maintenance,Sagging Exterior Stairs,0.29,780.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
573,VI. Optional Systems,Maintenance,Damaged/Missing Outbuilding Fixtures,0.29,472.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
574,I. Structural Systems,Maintenance,Missing Flooring Caulking,0.29,371.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
575,IV. Plumbing Systems,Maintenance,Crooked Gas Installation,0.29,363.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
576,I. Structural Systems,Maintenance,Foggy Fireplace Window,0.29,319.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
577,V. Appliances,Maintenance,Damaged Dishwasher Soap Dish,0.29,119.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
578,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Pool Cleaner,0.24,3193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
579,VI. Optional Systems,High Cost/Hidden Defects,Damaged/Missing Skimmer Basket,0.24,3193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
580,I. Structural Systems,High Cost/Hidden Defects,Improve Wall Blocking,0.24,2347.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
581,IV. Plumbing Systems,High Cost/Hidden Defects,Missing Drain Trap,0.24,1965.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
582,VI. Optional Systems,High Cost/Hidden Defects,Damaged Pool Electrical,0.24,1031.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
583,VI. Optional Systems,High Cost/Hidden Defects,Pump Traditional Septic Tank,0.24,931.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
584,II. Electrical Systems,High Cost/Hidden Defects,Obsolete Panel - Upgrade Recommended,0.24,887.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
585,VI. Optional Systems,High Cost/Hidden Defects,Low Pool Water Level,0.24,633.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
586,I. Structural Systems,High Cost/Hidden Defects,Sliding Door Screen Off Track,0.24,577.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
587,I. Structural Systems,High Cost/Hidden Defects,Improper Roof Decking Gapping,0.24,558.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
588,VI. Optional Systems,High Cost/Hidden Defects,Missing Backflow Valve,0.24,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
589,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Irrigation Head,0.24,495.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
590,I. Structural Systems,High Cost/Hidden Defects,Missing/Inoperable Fireplace Switch,0.24,395.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
591,V. Appliances,High Cost/Hidden Defects,No Dryer Vent Installed,0.24,280.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
592,I. Structural Systems,High Cost/Hidden Defects,Improper Attic Ladder Installation,0.24,270.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
593,VI. Optional Systems,High Cost/Hidden Defects,Damaged Septic Sprayer System,0.24,251.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
594,V. Appliances,High Cost/Hidden Defects,Garbage Disposal Leak,0.24,245.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
